date,APMC,CommodityId,min_price,max_price,modal_price,arrivals_in_qtl,modal_price_nostationary_ma,rate_monthly_fluc,rate_frequency_fluc,Frequenc_Seasonality
2015-10-01,Mangalwedha,4,1557,1624,1592,95,0.1777137650117977,0.007435851221462183,0.007435851221462183,1
2015-11-01,Mangalwedha,4,1532,1583,1577,96,0.1401018795434643,0.007435851221462183,0.007435851221462183,1
2015-12-01,Mangalwedha,4,1539,1595,1568,148,0.10759451789412644,0.007435851221462183,0.007435851221462183,1
2016-01-01,Mangalwedha,4,1473,1561,1529,251,0.06263212052600764,0.007435851221462183,0.007435851221462183,1
2016-02-01,Mangalwedha,4,1411,1458,1441,372,-0.011826387230161828,0.007435851221462183,0.007435851221462183,1
2016-03-01,Mangalwedha,4,1422,1456,1439,237,-0.020534692327725423,0.007435851221462183,0.007435851221462183,1
2016-04-01,Mangalwedha,4,1468,1536,1506,243,0.010901787106432081,0.007435851221462183,0.007435851221462183,1
2016-05-01,Mangalwedha,4,1511,1557,1542,221,0.015005814836869469,0.007435851221462183,0.007435851221462183,1
2016-06-01,Mangalwedha,4,1691,1736,1727,106,0.10610434602429653,0.007435851221462183,0.007435851221462183,1
2016-07-01,Mangalwedha,4,1817,1856,1832,78,0.14995154311040526,0.007435851221462183,0.007435851221462183,1
2016-08-01,Mangalwedha,4,1690,1760,1752,114,0.09605484682383558,0.007435851221462183,0.007435851221462183,1
2016-09-01,Mangalwedha,4,1827,1852,1852,20,0.14163517056779096,0.007435851221462183,0.007435851221462183,1
2016-10-01,Mangalwedha,4,1261,1443,1404,678,-0.12483351156769729,0.007435851221462183,0.007435851221462183,1
2016-11-01,Mangalwedha,4,1170,1272,1251,663,-0.22091716264519778,0.007435851221462183,0.007435851221462183,1
2014-09-01,Ambejogai,8,3450,4388,4062,136,,0.017834841307708446,0.017834841307708446,1
2014-10-01,Ambejogai,8,3754,4215,4037,28,,0.017834841307708446,0.017834841307708446,1
2014-11-01,Ambejogai,8,4025,4175,4113,8,,0.017834841307708446,0.017834841307708446,1
2014-12-01,Ambejogai,8,5000,5328,5190,26,,0.017834841307708446,0.017834841307708446,1
2015-01-01,Ambejogai,8,5004,5585,5412,671,,0.017834841307708446,0.017834841307708446,1
2015-02-01,Ambejogai,8,4811,5952,5559,1392,,0.017834841307708446,0.017834841307708446,1
2015-03-01,Ambejogai,8,5055,6123,5323,723,,0.017834841307708446,0.017834841307708446,1
2015-04-01,Ambejogai,8,5212,6487,6167,671,,0.017834841307708446,0.017834841307708446,1
2015-05-01,Ambejogai,8,5198,6848,6391,450,,0.017834841307708446,0.017834841307708446,1
2015-06-01,Ambejogai,8,5350,6917,6393,271,,0.017834841307708446,0.017834841307708446,1
2015-07-01,Ambejogai,8,5634,10145,6258,71,,0.017834841307708446,0.017834841307708446,1
2015-08-01,Ambejogai,8,6986,8343,7865,44,0.3657785563315272,0.017834841307708446,0.017834841307708446,1
2015-09-01,Ambejogai,8,7531,9216,8351,49,0.3656784929079695,0.017834841307708446,0.017834841307708446,1
2015-10-01,Ambejogai,8,7620,8650,8190,31,0.28726009393567153,0.017834841307708446,0.017834841307708446,1
2015-11-01,Ambejogai,8,6700,7200,7000,7,0.0859432234754216,0.017834841307708446,0.017834841307708446,1
2015-12-01,Ambejogai,8,8091,8866,8406,352,0.22879447438594092,0.017834841307708446,0.017834841307708446,1
2016-01-01,Ambejogai,8,7431,9110,8471,980,0.19916148199068928,0.017834841307708446,0.017834841307708446,1
2016-02-01,Ambejogai,8,6731,7807,7265,209,0.023277041809278032,0.017834841307708446,0.017834841307708446,1
2016-03-01,Ambejogai,8,6824,8194,7571,515,0.03517656183065654,0.017834841307708446,0.017834841307708446,1
2016-04-01,Ambejogai,8,7413,9069,8494,366,0.1235324732770895,0.017834841307708446,0.017834841307708446,1
2016-05-01,Ambejogai,8,7359,8638,8270,280,0.07532830389098777,0.017834841307708446,0.017834841307708446,1
2016-06-01,Ambejogai,8,7292,8504,8138,190,0.0391265104519789,0.017834841307708446,0.017834841307708446,1
2016-07-01,Ambejogai,8,6975,8380,8025,69,0.004418644574442965,0.017834841307708446,0.017834841307708446,1
2016-08-01,Ambejogai,8,5183,5333,5250,30,-0.38623207617921373,0.017834841307708446,0.017834841307708446,1
2016-09-01,Ambejogai,8,5764,6527,6214,91,-0.19302396837853486,0.017834841307708446,0.017834841307708446,1
2016-10-01,Ambejogai,8,5929,6225,6050,26,-0.19453253848812047,0.017834841307708446,0.017834841307708446,1
2016-11-01,Ambejogai,8,5287,5287,5287,24,-0.30595156896072595,0.017834841307708446,0.017834841307708446,1
2014-09-01,Ausa,8,4265,4654,4473,80,,0.011967221182553799,0.011967221182553799,1
2014-10-01,Ausa,8,4325,4625,4525,18,,0.011967221182553799,0.011967221182553799,1
2014-11-01,Ausa,8,4751,4751,4751,1,,0.011967221182553799,0.011967221182553799,1
2014-12-01,Ausa,8,4700,5333,5161,67,,0.011967221182553799,0.011967221182553799,1
2015-01-01,Ausa,8,5042,5571,5461,3251,,0.011967221182553799,0.011967221182553799,1
2015-02-01,Ausa,8,5333,5892,5796,4977,,0.011967221182553799,0.011967221182553799,1
2015-03-01,Ausa,8,5465,6043,5940,1978,,0.011967221182553799,0.011967221182553799,1
2015-04-01,Ausa,8,5872,6510,6376,646,,0.011967221182553799,0.011967221182553799,1
2015-05-01,Ausa,8,6678,7176,7020,357,,0.011967221182553799,0.011967221182553799,1
2015-06-01,Ausa,8,6554,7169,7053,381,,0.011967221182553799,0.011967221182553799,1
2015-07-01,Ausa,8,6614,7277,7112,64,,0.011967221182553799,0.011967221182553799,1
2015-08-01,Ausa,8,8858,9299,9073,96,0.4248433743435118,0.011967221182553799,0.011967221182553799,1
2015-09-01,Ausa,8,8808,9367,9186,37,0.3772525516052134,0.011967221182553799,0.011967221182553799,1
2015-10-01,Ausa,8,7901,8975,8626,5,0.2605892538377823,0.011967221182553799,0.011967221182553799,1
2015-11-01,Ausa,8,8900,10290,9760,14,0.32410598285211556,0.011967221182553799,0.011967221182553799,1
2015-12-01,Ausa,8,8352,9795,9459,1600,0.24229389248611,0.011967221182553799,0.011967221182553799,1
2016-01-01,Ausa,8,8174,9480,9228,1130,0.1738520288047951,0.011967221182553799,0.011967221182553799,1
2016-02-01,Ausa,8,7522,8312,8085,437,0.0138833091414714,0.011967221182553799,0.011967221182553799,1
2016-03-01,Ausa,8,7404,8245,7906,243,-0.032331288304767725,0.011967221182553799,0.011967221182553799,1
2016-04-01,Ausa,8,8583,9294,9058,359,0.07443614165091716,0.011967221182553799,0.011967221182553799,1
2016-05-01,Ausa,8,8116,8796,8634,220,0.00925030372555291,0.011967221182553799,0.011967221182553799,1
2016-06-01,Ausa,8,8135,8927,8751,203,0.004734142701989796,0.011967221182553799,0.011967221182553799,1
2016-07-01,Ausa,8,6767,8434,8134,48,-0.07957013847279093,0.011967221182553799,0.011967221182553799,1
2016-08-01,Ausa,8,5735,6317,6010,67,-0.3478750122740095,0.011967221182553799,0.011967221182553799,1
2016-09-01,Ausa,8,6371,6700,6550,41,-0.23365008315259495,0.011967221182553799,0.011967221182553799,1
2016-10-01,Ausa,8,5801,6667,6167,4,-0.2659386032723745,0.011967221182553799,0.011967221182553799,1
2016-11-01,Ausa,8,4500,5001,4900,3,-0.43849446122278124,0.011967221182553799,0.011967221182553799,1
2014-09-01,Shegaon,8,4290,4628,4507,290,,0.011470018160428455,0.011470018160428455,1
2014-10-01,Shegaon,8,4275,4554,4421,131,,0.011470018160428455,0.011470018160428455,1
2014-11-01,Shegaon,8,4401,4539,4447,51,,0.011470018160428455,0.011470018160428455,1
2014-12-01,Shegaon,8,4074,4365,4231,74,,0.011470018160428455,0.011470018160428455,1
2015-01-01,Shegaon,8,4505,5008,4789,2409,,0.011470018160428455,0.011470018160428455,1
2015-02-01,Shegaon,8,4974,5832,5410,7827,,0.011470018160428455,0.011470018160428455,1
2015-03-01,Shegaon,8,4672,5875,5258,6712,,0.011470018160428455,0.011470018160428455,1
2015-04-01,Shegaon,8,5033,6484,5811,5249,,0.011470018160428455,0.011470018160428455,1
2015-05-01,Shegaon,8,5358,7060,6290,2192,,0.011470018160428455,0.011470018160428455,1
2015-06-01,Shegaon,8,5219,6900,6059,1288,,0.011470018160428455,0.011470018160428455,1
2015-07-01,Shegaon,8,5630,6884,6373,225,,0.011470018160428455,0.011470018160428455,1
2015-08-01,Shegaon,8,7352,8628,7989,224,0.39711712817108236,0.011470018160428455,0.011470018160428455,1
2015-09-01,Shegaon,8,7875,9008,8471,152,0.4031153629755142,0.011470018160428455,0.011470018160428455,1
2015-10-01,Shegaon,8,8609,10102,9438,86,0.44801270929195347,0.011470018160428455,0.011470018160428455,1
2015-11-01,Shegaon,8,7394,7832,7613,23,0.18832362824554139,0.011470018160428455,0.011470018160428455,1
2015-12-01,Shegaon,8,7678,8212,7912,1005,0.17468505836000325,0.011470018160428455,0.011470018160428455,1
2016-01-01,Shegaon,8,8025,9014,8543,8489,0.20318414714165733,0.011470018160428455,0.011470018160428455,1
2016-02-01,Shegaon,8,7565,8223,7893,4683,0.09257093720944987,0.011470018160428455,0.011470018160428455,1
2016-03-01,Shegaon,8,7567,8282,7924,3124,0.06231199177543978,0.011470018160428455,0.011470018160428455,1
2016-04-01,Shegaon,8,8130,8956,8620,2389,0.1136399133161845,0.011470018160428455,0.011470018160428455,1
2016-05-01,Shegaon,8,8008,8782,8623,1905,0.08769854883928296,0.011470018160428455,0.011470018160428455,1
2016-06-01,Shegaon,8,8166,8865,8643,2095,0.06041482707229129,0.011470018160428455,0.011470018160428455,1
2016-07-01,Shegaon,8,7634,8257,8012,704,-0.03446700835059069,0.011470018160428455,0.011470018160428455,1
2016-08-01,Shegaon,8,5562,6215,5987,706,-0.30177737891455436,0.011470018160428455,0.011470018160428455,1
2016-09-01,Shegaon,8,5712,6391,6114,452,-0.25361432889072866,0.011470018160428455,0.011470018160428455,1
2016-10-01,Shegaon,8,5350,5865,5655,387,-0.2889717774799454,0.011470018160428455,0.011470018160428455,1
2016-11-01,Shegaon,8,4872,5072,5028,50,-0.3719200111870222,0.011470018160428455,0.011470018160428455,1
2014-09-01,Pune,19,2238,3875,3056,3664,,0.08572019892345015,0.17720849708392275,3
2014-10-01,Pune,19,1347,2921,2134,1635,,0.08572019892345015,0.17720849708392275,3
2014-11-01,Pune,19,2252,4714,3460,2070,,0.08572019892345015,0.17720849708392275,3
2014-12-01,Pune,19,2620,4760,3690,1570,,0.08572019892345015,0.17720849708392275,3
2015-01-01,Pune,19,3132,5658,4395,669,,0.08572019892345015,0.17720849708392275,3
2015-02-01,Pune,19,3119,5929,4524,641,,0.08572019892345015,0.17720849708392275,3
2015-03-01,Pune,19,2940,5800,4370,2647,,0.08572019892345015,0.17720849708392275,3
2015-04-01,Pune,19,1470,3175,2323,3557,,0.08572019892345015,0.17720849708392275,3
2015-05-01,Pune,19,1281,3152,2217,2551,,0.08572019892345015,0.17720849708392275,3
2015-06-01,Pune,19,1491,3478,2643,3844,,0.08572019892345015,0.17720849708392275,3
2015-07-01,Pune,19,1158,2808,2004,6050,,0.08572019892345015,0.17720849708392275,3
2015-08-01,Pune,19,1588,3229,2538,3862,-0.16229677590479152,0.08572019892345015,0.17720849708392275,3
2015-09-01,Pune,19,1748,4571,4119,2512,0.2970619749111503,0.08572019892345015,0.17720849708392275,3
2015-10-01,Pune,19,2523,5386,4886,3565,0.39879421396309134,0.08572019892345015,0.17720849708392275,3
2015-11-01,Pune,19,1928,4167,3722,2843,0.12059868525173201,0.08572019892345015,0.17720849708392275,3
2015-12-01,Pune,19,2452,4619,4195,2589,0.22954196012861416,0.08572019892345015,0.17720849708392275,3
2016-01-01,Pune,19,2917,5604,5154,2334,0.42214626734853233,0.08572019892345015,0.17720849708392275,3
2016-02-01,Pune,19,2870,5826,5374,4408,0.44959766931670586,0.08572019892345015,0.17720849708392275,3
2016-03-01,Pune,19,2565,5630,5096,3751,0.38367333496307054,0.08572019892345015,0.17720849708392275,3
2016-04-01,Pune,19,2355,5050,4615,3467,0.22732491680081246,0.08572019892345015,0.17720849708392275,3
2016-05-01,Pune,19,1882,4341,3909,3575,0.014034080975427798,0.08572019892345015,0.17720849708392275,3
2016-06-01,Pune,19,2865,5904,5450,5716,0.2860596884186801,0.08572019892345015,0.17720849708392275,3
2016-07-01,Pune,19,2468,4580,4100,4515,-0.05822242908684849,0.08572019892345015,0.17720849708392275,3
2016-08-01,Pune,19,1527,2819,2481,8787,-0.5586548093722348,0.08572019892345015,0.17720849708392275,3
2016-09-01,Pune,19,1383,3157,2717,4392,-0.43311467655354274,0.08572019892345015,0.17720849708392275,3
2016-10-01,Pune,19,2800,5460,4852,2494,0.14732989923019346,0.08572019892345015,0.17720849708392275,3
2016-11-01,Pune,19,2012,4500,3972,3306,-0.05820872799892207,0.08572019892345015,0.17720849708392275,3
2014-09-01,Nagpur,27,2704,6668,4686,13571,,0.04913134510826903,0.04913134510826903,1
2014-10-01,Nagpur,27,3146,6279,4713,13135,,0.04913134510826903,0.04913134510826903,1
2014-11-01,Nagpur,27,2860,5960,4410,16715,,0.04913134510826903,0.04913134510826903,1
2014-12-01,Nagpur,27,2646,5750,4198,14075,,0.04913134510826903,0.04913134510826903,1
2015-01-01,Nagpur,27,2896,5942,4419,13031,,0.04913134510826903,0.04913134510826903,1
2015-02-01,Nagpur,27,2157,5943,3959,46221,,0.04913134510826903,0.04913134510826903,1
2015-03-01,Nagpur,27,1827,4700,3263,64942,,0.04913134510826903,0.04913134510826903,1
2015-04-01,Nagpur,27,1654,4527,3077,43013,,0.04913134510826903,0.04913134510826903,1
2015-05-01,Nagpur,27,1731,4788,3260,20087,,0.04913134510826903,0.04913134510826903,1
2015-06-01,Nagpur,27,4462,8019,6431,14499,,0.04913134510826903,0.04913134510826903,1
2015-07-01,Nagpur,27,4333,8063,7130,10423,,0.04913134510826903,0.04913134510826903,1
2015-08-01,Nagpur,27,3962,8558,7409,11374,0.4867156556428416,0.04913134510826903,0.04913134510826903,1
2015-09-01,Nagpur,27,4056,8000,7014,7912,0.39831759562361135,0.04913134510826903,0.04913134510826903,1
2015-10-01,Nagpur,27,4600,8750,7713,4826,0.4522681134399633,0.04913134510826903,0.04913134510826903,1
2015-11-01,Nagpur,27,6400,11800,10450,1823,0.6840689341529167,0.04913134510826903,0.04913134510826903,1
2015-12-01,Nagpur,27,5000,10000,8750,262,0.44531686619736455,0.04913134510826903,0.04913134510826903,1
2016-01-01,Nagpur,27,4542,11250,9589,13576,0.47232117549747166,0.04913134510826903,0.04913134510826903,1
2016-02-01,Nagpur,27,2448,6609,5598,64519,-0.09475420182825012,0.04913134510826903,0.04913134510826903,1
2016-03-01,Nagpur,27,1923,5023,4244,38273,-0.39356230576482076,0.04913134510826903,0.04913134510826903,1
2016-04-01,Nagpur,27,2875,6750,5781,17514,-0.13704364689625415,0.04913134510826903,0.04913134510826903,1
2016-05-01,Nagpur,27,4471,8471,7471,10452,0.050300062029151604,0.04913134510826903,0.04913134510826903,1
2016-06-01,Nagpur,27,5000,10000,8750,4901,0.18266459897027687,0.04913134510826903,0.04913134510826903,1
2016-07-01,Nagpur,27,5000,10000,8750,4306,0.1656027268083342,0.04913134510826903,0.04913134510826903,1
2016-08-01,Nagpur,27,5550,11400,9938,3146,0.2684422933068049,0.04913134510826903,0.04913134510826903,1
2016-09-01,Nagpur,27,5056,10111,8814,4010,0.12938176532131962,0.04913134510826903,0.04913134510826903,1
2016-10-01,Nagpur,27,4667,9333,8167,3431,0.04837584099230696,0.04913134510826903,0.04913134510826903,1
2016-11-01,Nagpur,27,5000,10000,8750,1730,0.13212358682246794,0.04913134510826903,0.04913134510826903,1
2014-09-01,Jalgaon,34,11178,11500,11178,50,,0.012104435285686261,0.012104435285686261,1
2014-10-01,Jalgaon,34,10710,11315,11045,214,,0.012104435285686261,0.012104435285686261,1
2014-11-01,Jalgaon,34,11067,12108,11592,249,,0.012104435285686261,0.012104435285686261,1
2014-12-01,Jalgaon,34,11603,12293,12030,187,,0.012104435285686261,0.012104435285686261,1
2015-01-01,Jalgaon,34,9971,10932,10371,109,,0.012104435285686261,0.012104435285686261,1
2015-02-01,Jalgaon,34,8057,8818,8472,510,,0.012104435285686261,0.012104435285686261,1
2015-03-01,Jalgaon,34,7078,7935,7471,641,,0.012104435285686261,0.012104435285686261,1
2015-04-01,Jalgaon,34,6892,7921,7246,492,,0.012104435285686261,0.012104435285686261,1
2015-05-01,Jalgaon,34,7772,9051,8382,753,,0.012104435285686261,0.012104435285686261,1
2015-06-01,Jalgaon,34,10793,11542,11030,405,,0.012104435285686261,0.012104435285686261,1
2015-07-01,Jalgaon,34,10500,11050,11050,47,,0.012104435285686261,0.012104435285686261,1
2015-08-01,Jalgaon,34,9700,10082,9955,161,0.010732154987323383,0.012104435285686261,0.012104435285686261,1
2015-09-01,Jalgaon,34,9975,10629,10247,386,0.046889079041237736,0.012104435285686261,0.012104435285686261,1
2015-10-01,Jalgaon,34,9261,11214,10607,677,0.08479023277605258,0.012104435285686261,0.012104435285686261,1
2015-11-01,Jalgaon,34,10060,10060,10060,44,0.04365557361987804,0.012104435285686261,0.012104435285686261,1
2015-12-01,Jalgaon,34,9658,10133,10100,240,0.06219617497378138,0.012104435285686261,0.012104435285686261,1
2016-01-01,Jalgaon,34,9547,10338,10188,372,0.07235488261797762,0.012104435285686261,0.012104435285686261,1
2016-02-01,Jalgaon,34,7794,8636,8360,361,-0.12428823230241726,0.012104435285686261,0.012104435285686261,1
2016-03-01,Jalgaon,34,7403,8078,7770,463,-0.2007466038016279,0.012104435285686261,0.012104435285686261,1
2016-04-01,Jalgaon,34,8369,8853,8539,378,-0.12005572262676445,0.012104435285686261,0.012104435285686261,1
2016-05-01,Jalgaon,34,8975,9296,8983,209,-0.07513633803384678,0.012104435285686261,0.012104435285686261,1
2016-06-01,Jalgaon,34,8095,8377,8343,228,-0.1257810455821904,0.012104435285686261,0.012104435285686261,1
2016-07-01,Jalgaon,34,7600,8200,8000,28,-0.14084662729863062,0.012104435285686261,0.012104435285686261,1
2016-08-01,Jalgaon,34,8250,8350,8350,18,-0.08337551356125239,0.012104435285686261,0.012104435285686261,1
2016-09-01,Jalgaon,34,6438,6938,6788,66,-0.2561616523482364,0.012104435285686261,0.012104435285686261,1
2016-10-01,Jalgaon,34,7083,7500,7450,91,-0.13366228998442686,0.012104435285686261,0.012104435285686261,1
2016-11-01,Jalgaon,34,6992,7173,7105,108,-0.15209686056662086,0.012104435285686261,0.012104435285686261,1
2014-09-01,Barshi,38,1494,1663,1632,257,,0.003084151134358455,0.010672157349890719,6
2014-10-01,Barshi,38,1366,1500,1416,79,,0.003084151134358455,0.010672157349890719,6
2014-11-01,Barshi,38,1342,1581,1435,84,,0.003084151134358455,0.010672157349890719,6
2014-12-01,Barshi,38,1270,1407,1360,346,,0.003084151134358455,0.010672157349890719,6
2015-01-01,Barshi,38,1344,1479,1385,235,,0.003084151134358455,0.010672157349890719,6
2015-02-01,Barshi,38,1441,1500,1441,46,,0.003084151134358455,0.010672157349890719,6
2015-03-01,Barshi,38,1394,1494,1405,90,,0.003084151134358455,0.010672157349890719,6
2015-04-01,Barshi,38,1483,1525,1483,62,,0.003084151134358455,0.010672157349890719,6
2015-05-01,Barshi,38,1327,1492,1383,17,,0.003084151134358455,0.010672157349890719,6
2015-06-01,Barshi,38,1433,1544,1501,104,,0.003084151134358455,0.010672157349890719,6
2015-07-01,Barshi,38,1575,1614,1593,142,,0.003084151134358455,0.010672157349890719,6
2015-08-01,Barshi,38,1362,1423,1403,365,-0.0335582039424569,0.003084151134358455,0.010672157349890719,6
2015-09-01,Barshi,38,1402,1442,1403,228,-0.020958749323990666,0.003084151134358455,0.010672157349890719,6
2015-10-01,Barshi,38,1435,1521,1477,521,0.02692670241511852,0.003084151134358455,0.010672157349890719,6
2015-11-01,Barshi,38,1469,1531,1493,334,0.03439932831080661,0.003084151134358455,0.010672157349890719,6
2015-12-01,Barshi,38,1524,1585,1551,198,0.061560428577618787,0.003084151134358455,0.010672157349890719,6
2016-01-01,Barshi,38,1583,1641,1632,318,0.09879129118324848,0.003084151134358455,0.010672157349890719,6
2016-02-01,Barshi,38,1559,1619,1601,202,0.07083920890614515,0.003084151134358455,0.010672157349890719,6
2016-03-01,Barshi,38,1688,1716,1705,238,0.11764856829789938,0.003084151134358455,0.010672157349890719,6
2016-04-01,Barshi,38,1701,1740,1721,277,0.1145857702856885,0.003084151134358455,0.010672157349890719,6
2016-05-01,Barshi,38,1816,1843,1824,234,0.149647408127632,0.003084151134358455,0.010672157349890719,6
2016-06-01,Barshi,38,1742,1807,1786,329,0.11410675477955134,0.003084151134358455,0.010672157349890719,6
2016-07-01,Barshi,38,1691,1825,1812,146,0.11782513188829213,0.003084151134358455,0.010672157349890719,6
2016-08-01,Barshi,38,1685,1820,1721,480,0.04927504848781705,0.003084151134358455,0.010672157349890719,6
2016-09-01,Barshi,38,1797,1802,1800,394,0.07339170751204982,0.003084151134358455,0.010672157349890719,6
2016-10-01,Barshi,38,1732,1789,1781,395,0.04718321352093202,0.003084151134358455,0.010672157349890719,6
2016-11-01,Barshi,38,1646,1754,1754,166,0.018481155213987854,0.003084151134358455,0.010672157349890719,6
2014-09-01,Alibag,71,1500,1700,1603,870,,0.029567258700778073,0.12365677405547178,6
2014-10-01,Alibag,71,1500,1700,1600,900,,0.029567258700778073,0.12365677405547178,6
2014-11-01,Alibag,71,1500,1700,1600,900,,0.029567258700778073,0.12365677405547178,6
2014-12-01,Alibag,71,1500,1700,1600,870,,0.029567258700778073,0.12365677405547178,6
2015-01-01,Alibag,71,1500,1700,1600,870,,0.029567258700778073,0.12365677405547178,6
2015-02-01,Alibag,71,1500,1700,1600,600,,0.029567258700778073,0.12365677405547178,6
2015-03-01,Alibag,71,1500,1700,1600,660,,0.029567258700778073,0.12365677405547178,6
2015-04-01,Alibag,71,1500,1700,1600,870,,0.029567258700778073,0.12365677405547178,6
2015-05-01,Alibag,71,2060,2492,2276,808,,0.029567258700778073,0.12365677405547178,6
2015-06-01,Alibag,71,3077,3500,3281,799,,0.029567258700778073,0.12365677405547178,6
2015-07-01,Alibag,71,2113,2333,2223,900,,0.029567258700778073,0.12365677405547178,6
2015-08-01,Alibag,71,2203,2403,2303,890,0.21708426213761367,0.029567258700778073,0.12365677405547178,6
2015-09-01,Alibag,71,3172,3372,3272,750,0.5088126812801415,0.029567258700778073,0.12365677405547178,6
2015-10-01,Alibag,71,2228,2624,2429,880,0.17610124416181883,0.029567258700778073,0.12365677405547178,6
2015-11-01,Alibag,71,3000,4000,3500,777,0.4761546176996809,0.029567258700778073,0.12365677405547178,6
2015-12-01,Alibag,71,3370,4000,3657,842,0.4511481625447651,0.029567258700778073,0.12365677405547178,6
2016-01-01,Alibag,71,3500,4000,3750,750,0.4052815124651259,0.029567258700778073,0.12365677405547178,6
2016-02-01,Alibag,71,3500,4188,3813,720,0.34957423238909247,0.029567258700778073,0.12365677405547178,6
